pl_hostname,pl_letter,pl_discmethod,pl_orbper,pl_orbsmax,pl_orbeccen,pl_bmassj,st_dist,st_mass,rowupdate,st_plx
55 Cnc,f,Radial Velocity,262.00000000,0.788000,0.305000,0.14100,12.53,0.91,2014-10-29,79.80
55 Cnc,d,Radial Velocity,4825.00000000,5.503000,0.019000,3.87800,12.53,0.91,2014-10-29,79.80
55 Cnc,c,Radial Velocity,44.41750000,0.241376,0.020000,0.17140,12.53,0.91,2014-10-29,79.80
55 Cnc,e,Radial Velocity,0.73653900,0.015440,,0.02542,12.53,0.91,2016-07-07,79.80
HD 185269,b,Radial Velocity,6.83800000,0.077000,0.300000,0.94000,47.37,1.28,2014-07-23,21.11
HD 8574,b,Radial Velocity,227.00000000,0.757000,0.297000,1.80000,44.20,1.12,2014-05-14,
HAT-P-52,b,Transit,2.75359530,0.036940,0.047000,0.81800,385.00,0.89,2015-11-19,
HIP 109600,b,Radial Velocity,232.08000000,0.706000,0.163000,2.68000,58.60,0.87,2016-02-25,17.12
HD 156668,b,Radial Velocity,4.64550000,0.050000,0.000000,0.01300,24.05,0.77,2014-05-14,41.58
HD 9446,b,Radial Velocity,30.05200000,0.189000,0.200000,0.70000,52.85,1.00,2016-03-10,18.92
HD 9446,c,Radial Velocity,192.90000000,0.654000,0.060000,1.82000,52.85,1.00,2016-03-10,18.92
HD 164595,b,Radial Velocity,40.00000000,0.230000,0.088000,0.05078,28.93,0.99,2015-09-10,34.57
omi CrB,b,Radial Velocity,187.83000000,0.830000,0.191000,1.50000,84.03,2.13,2015-09-03,11.90
WASP-12,b,Transit,1.09142030,0.023400,0.000000,1.47000,,1.43,2016-09-15,
WASP-135,b,Transit,1.40137940,0.024300,0.000000,1.90000,300.00,0.98,2015-12-03,
HD 190360,c,Radial Velocity,17.11100000,0.130400,0.237000,0.06000,15.89,0.96,2014-08-21,62.92
HD 190360,b,Radial Velocity,2915.00000000,4.010000,0.313000,1.56000,15.89,0.96,2014-08-21,62.92
tau Gem,b,Radial Velocity,305.50000000,1.170000,0.031000,20.60000,92.51,2.30,2014-05-14,10.81
HD 17674,b,Radial Velocity,623.80000000,1.420000,0.130000,0.87000,44.50,0.98,2017-03-02,22.46
HAT-P-17,b,Transit,10.33852300,0.088200,0.342000,0.53400,90.00,0.86,2014-05-14,
HAT-P-17,c,Radial Velocity,5584.00000000,5.600000,0.390000,3.40000,90.00,0.86,2014-05-14,
KELT-6,c,Radial Velocity,1276.00000000,2.390000,0.210000,3.71000,222.00,1.13,2015-09-03,
KELT-6,b,Transit,7.84558210,0.080000,0.029000,0.44200,222.00,1.13,2015-09-03,
WASP-11,b,Transit,3.72247470,0.043500,0.000000,0.48700,121.70,0.83,2014-05-14,
KELT-2 A,b,Transit,4.11379120,0.054960,0.000000,1.52200,124.22,1.31,2014-05-14,8.05
HIP 57274,d,Radial Velocity,431.70000000,1.010000,0.270000,0.52670,25.87,0.73,2015-03-26,38.65
HIP 57274,c,Radial Velocity,32.03000000,0.178000,0.050000,0.40902,25.87,0.73,2015-04-24,38.65
HIP 57274,b,Radial Velocity,8.13520000,0.070000,0.187000,0.03650,25.87,0.73,2015-04-24,38.65
HD 1605,c,Radial Velocity,2111.00000000,3.520000,0.098000,3.48000,84.60,1.31,2015-04-01,11.82
HD 1605,b,Radial Velocity,577.90000000,1.480000,0.078000,0.96000,84.60,1.31,2015-04-01,11.82
WASP-60,b,Transit,4.30500110,0.053100,0.000000,0.51400,400.00,1.08,2014-05-14,
KELT-20,b,Transit,3.47410850,0.054200,,3.38200,139.70,1.76,2017-11-02,7.41
WASP-10,b,Transit,3.09276160,0.037810,,3.15000,90.00,0.75,2014-05-14,
HD 67087,b,Radial Velocity,352.20000000,1.080000,0.170000,3.06000,88.81,1.36,2015-04-01,11.26
HD 67087,c,Radial Velocity,2374.00000000,3.860000,0.760000,4.85000,88.81,1.36,2015-04-01,11.26
KELT-16,b,Transit,0.96899510,0.020440,0.000000,2.75000,395.26,1.21,2017-02-09,2.53
HD 214823,b,Radial Velocity,1877.00000000,3.180000,0.154000,19.20000,97.47,1.22,2016-05-19,10.26
HD 22781,b,Radial Velocity,528.07000000,1.167000,0.819100,13.65000,31.79,0.75,2014-05-14,31.46
HD 180314,b,Radial Velocity,396.03000000,1.400000,0.257000,22.00000,131.75,2.60,2015-09-10,7.59
WASP-1,b,Transit,2.51994540,0.038890,0.000000,0.85400,408.00,1.24,2014-05-14,2.45
HAT-P-38,b,Transit,4.64038200,0.052300,0.067000,0.26700,249.00,0.89,2014-05-14,
HD 13189,b,Radial Velocity,471.60000000,1.850000,0.270000,14.00000,300.30,,2014-05-14,0.54
KELT-21,b,Transit,3.61276470,0.052240,0.000000,3.91000,415.00,1.46,2018-02-01,2.41
HAT-P-51,b,Transit,4.21802780,0.050690,0.123000,0.30900,470.00,0.98,2015-11-19,
HAT-P-18,b,Transit,5.50802300,0.055900,0.084000,0.19700,166.00,0.77,2014-05-14,
HD 75898,b,Radial Velocity,418.20000000,1.190000,0.100000,2.51000,80.58,1.28,2015-04-16,12.41
rho CrB,b,Radial Velocity,39.84580000,0.219600,0.037300,1.04490,17.24,0.89,2016-10-27,
rho CrB,c,Radial Velocity,102.54000000,0.412300,0.052000,0.07866,17.24,0.89,2016-10-27,
KELT-7,b,Transit,2.73477490,0.044150,0.000000,1.28000,129.00,1.53,2015-06-04,
HD 155358,b,Radial Velocity,194.30000000,0.640000,0.170000,0.85000,43.00,0.92,2014-05-14,23.07
HD 155358,c,Radial Velocity,391.90000000,1.020000,0.160000,0.82000,43.00,0.92,2014-05-14,23.07
HAT-P-33,b,Transit,3.47447400,0.049900,0.000000,0.76200,387.00,1.38,2014-05-14,
WASP-13,b,Transit,4.35301100,0.053620,0.000000,0.47700,155.00,1.09,2014-05-14,
HD 5608,b,Radial Velocity,792.60000000,1.900000,0.190000,1.40000,58.17,1.55,2015-09-03,17.19
HD 42012,b,Radial Velocity,857.50000000,1.670000,0.200000,1.60000,37.10,0.83,2017-03-02,26.94
HD 87883,b,Radial Velocity,2754.00000000,3.600000,0.530000,1.78000,18.06,0.82,2015-04-24,55.37
HD 187123,c,Radial Velocity,3810.00000000,4.890000,0.252000,1.99000,47.92,1.00,2014-07-23,20.87
HD 187123,b,Radial Velocity,3.09658280,0.042600,0.010300,0.52300,47.92,1.00,2014-07-23,20.87
HD 8673,b,Radial Velocity,1634.00000000,3.020000,0.723000,14.20000,38.26,,2014-05-14,26.14
HD 178911 B,b,Radial Velocity,71.48400000,0.339000,0.114000,7.03000,47.00,1.01,2014-05-14,
HAT-P-19,b,Transit,4.00877800,0.046600,0.067000,0.29200,215.00,0.84,2014-05-14,
HAT-P-28,b,Transit,3.25721500,0.043400,0.051000,0.62600,395.00,1.02,2014-05-14,
HD 82886,b,Radial Velocity,705.00000000,1.650000,0.066000,1.30000,112.23,1.06,2014-05-14,8.91
HD 5583,b,Radial Velocity,139.35000000,0.530000,0.076000,5.78000,221.00,1.01,2016-02-04,
HAT-P-8,b,Transit,3.07637760,0.048700,0.000000,1.52000,230.00,1.28,2014-05-14,
kap CrB,b,Radial Velocity,1261.94000000,2.800000,0.044000,2.00000,30.50,1.47,2015-10-15,32.79
WASP-3,b,Transit,1.84683550,0.031500,0.003000,1.98000,220.00,1.23,2016-12-01,
Qatar-3,b,Transit,2.50792040,0.037830,0.000000,4.31000,,1.15,2017-04-27,
HAT-P-4,b,Transit,3.05653600,0.044380,0.000000,0.67100,314.00,1.26,2014-05-14,3.19
WTS-1,b,Transit,3.35205700,0.047000,0.100000,4.01000,3200.00,1.20,2014-05-14,
HD 173416,b,Radial Velocity,323.60000000,1.160000,0.210000,2.70000,134.95,2.00,2014-07-09,7.41
KELT-12,b,Transit,5.03162300,0.067080,0.000000,0.95000,360.00,1.59,2017-04-27,
Kepler-75,b,Transit,8.88491160,0.081800,0.570000,10.10000,1140.00,0.91,2015-01-29,
HAT-P-5,b,Transit,2.78849100,0.040750,0.000000,1.06000,340.00,1.16,2014-05-14,
TrES-1,b,Transit,3.03006500,0.039250,,0.75200,150.00,0.88,2014-10-15,
WTS-2,b,Transit,1.01870680,0.018550,0.000000,1.12000,1000.00,0.82,2015-04-24,
Kepler-745,b,Transit,9.93143556,,,,1199.00,1.04,2016-05-10,
HAT-P-9,b,Transit,3.92289000,0.053000,0.000000,0.78000,480.00,1.28,2014-05-14,
TrES-4,b,Transit,3.55392771,0.051600,0.016000,0.49400,492.00,1.45,2016-05-05,
Kepler-1569,b,Transit,5.79180156,,,,1050.00,1.25,2016-05-10,
Kepler-748,b,Transit,7.40742793,,,,1271.00,1.07,2016-05-10,
Kepler-262,b,Transit,13.06085500,0.108000,,,,,2014-05-14,
Kepler-262,c,Transit,21.85372200,0.152000,,,,,2014-05-14,
Kepler-746,b,Transit,3.48159251,,,,450.00,0.91,2016-05-10,
Kepler-264,c,Transit,140.10126100,0.566000,,,,1.32,2014-05-14,
Kepler-264,b,Transit,40.80623100,0.249000,,,,1.32,2014-05-14,
Kepler-1624,b,Transit,3.29030452,,,,199.00,0.50,2016-05-10,
Kepler-1299,b,Transit,19.94008740,,,,1352.00,0.94,2016-05-10,
Kepler-1271,b,Transit,3.02559550,,,,885.00,1.13,2016-05-10,
Kepler-1224,b,Transit,13.32351601,,,,578.00,1.18,2016-05-10,
TrES-3,b,Transit,1.30618581,0.022820,0.000000,1.91000,228.00,0.93,2014-05-14,
WASP-33,b,Transit,1.21986690,0.025550,,4.10000,116.14,1.50,2014-05-14,8.61
Kepler-263,b,Transit,16.56808700,0.120000,,,,,2014-05-14,
Kepler-263,c,Transit,47.33277300,0.242000,,,,,2014-05-14,
Kepler-261,c,Transit,24.57085800,0.156000,,,,0.87,2014-05-14,
Kepler-261,b,Transit,10.38122700,0.088000,,,,0.87,2014-05-14,
Kepler-356,c,Transit,13.12163200,0.115000,,,,0.97,2014-05-14,
Kepler-356,b,Transit,4.61269600,0.057000,,,,0.97,2014-05-14,
Kepler-1064,b,Transit,16.54080322,,,,374.00,0.85,2016-05-10,
Kepler-156,b,Transit,4.97345600,0.054000,,,,,2014-05-14,
Kepler-156,c,Transit,15.90680100,0.117000,,,,,2014-05-14,
Kepler-1354,b,Transit,76.61337700,,,,1057.00,1.16,2016-05-10,
Kepler-1172,b,Transit,26.02044230,,,,1292.00,0.92,2016-05-10,
Kepler-479,b,Transit,12.49341307,,,,371.00,0.86,2016-05-10,
Kepler-575,b,Transit,9.37891944,,,,852.00,0.97,2016-05-10,
Kepler-1521,b,Transit,47.14840805,,,,227.00,0.81,2016-05-10,
Kepler-754,b,Transit,14.55962370,,,,1192.00,1.06,2016-05-10,
Kepler-19,d,Radial Velocity,62.95000000,,0.050000,0.07079,2119.00,0.94,2017-04-13,
Kepler-19,b,Transit,9.28716000,,0.120000,0.02643,2119.00,0.94,2017-04-13,
Kepler-19,c,Transit Timing Variations,28.73100000,,0.210000,0.04122,2119.00,0.94,2017-04-13,
Kepler-1514,b,Transit,217.83176260,,,,379.00,1.21,2016-05-10,
Kepler-1124,b,Transit,2.85234897,,,,177.00,0.35,2016-05-10,
Kepler-753,b,Transit,5.74772501,,,,278.00,0.68,2016-05-10,
Kepler-683,b,Transit,2.53918318,,,,976.00,0.96,2016-05-10,
Kepler-752,b,Transit,18.82747265,,,,1075.00,0.87,2016-05-10,
Kepler-98,b,Transit,1.54168000,,,0.01100,,0.99,2014-05-14,
Kepler-1034,b,Transit,12.12400943,,,,706.00,0.83,2016-05-10,
Kepler-766,b,Transit,6.10027804,,,,1614.00,1.10,2016-05-10,
Kepler-1419,b,Transit,42.52158950,,,,1444.00,1.01,2016-05-10,
Kepler-260,c,Transit,76.05017800,0.332000,,,,0.88,2014-05-14,
Kepler-260,b,Transit,8.18739900,0.075000,,,,0.88,2014-05-14,
Kepler-767,b,Transit,161.52801010,,,,1185.00,0.96,2016-05-10,
Kepler-268,b,Transit,25.93413800,0.180000,,,,,2014-05-14,
Kepler-268,c,Transit,83.44639300,0.391000,,,,,2014-05-14,
Kepler-773,b,Transit,3.74910006,,,,528.00,1.04,2016-05-10,
Kepler-1601,b,Transit,2.20921951,,,,660.00,1.04,2016-05-10,
Kepler-771,b,Transit,8.73485836,,,,1000.00,1.03,2016-05-10,
Kepler-951,b,Transit,71.52530845,,,,408.00,0.77,2016-05-10,
Kepler-1484,b,Transit,30.45491360,,,,1095.00,0.94,2016-05-10,
Kepler-323,c,Transit,3.55382200,0.046000,,,,1.09,2014-05-14,
Kepler-323,b,Transit,1.67832700,0.028000,,,,1.09,2014-05-14,
Kepler-1063,b,Transit,14.07971466,,,,365.00,1.09,2016-05-10,
Kepler-1194,b,Transit,16.22371307,,,,616.00,0.94,2016-05-10,
Kepler-489,b,Transit,17.27629612,,,,379.00,0.82,2016-05-10,
Kepler-774,b,Transit,11.08957230,,,,1190.00,1.57,2016-05-10,
Kepler-772,b,Transit,12.99207337,,,,689.00,0.98,2016-05-10,
Kepler-454,c,Radial Velocity,523.90000000,,0.021400,4.46000,,1.03,2015-12-03,
Kepler-454,b,Transit,10.57375339,0.095400,0.000000,0.02152,,1.03,2015-12-03,
Kepler-1073,c,Transit,4.02582254,,,,837.00,1.00,2016-05-10,
Kepler-1073,b,Transit,8.67888593,,,,837.00,1.00,2016-05-10,
HAT-P-14,b,Transit,4.62766900,0.060600,0.107000,2.23200,205.00,1.39,2014-05-14,
Kepler-1024,b,Transit,66.41621330,,,,1017.00,0.81,2016-05-10,
Kepler-1452,b,Transit,42.91375100,,,,974.00,1.41,2016-05-10,
Kepler-1094,b,Transit,78.10002310,,,,1371.00,1.14,2016-05-10,
Kepler-684,b,Transit,6.77030201,,,,1066.00,0.89,2016-05-10,
Kepler-1550,b,Transit,225.58280900,,,,1202.00,1.07,2016-05-10,
Kepler-1187,b,Transit,18.87064068,,,,1029.00,1.06,2016-05-10,
Kepler-405,b,Transit,10.61383900,0.095000,,,,,2014-05-14,
Kepler-405,c,Transit,29.72668200,0.188000,,,,,2014-05-14,
Kepler-24,b,Transit,8.14530000,0.080000,,1.60000,1200.00,1.03,2014-05-14,
Kepler-24,d,Transit,4.24438400,0.051000,,,1200.00,1.03,2014-05-14,
Kepler-24,c,Transit,12.33350000,0.106000,,1.60000,1200.00,1.03,2014-05-14,
Kepler-24,e,Transit,18.99835500,0.138000,,,1200.00,1.03,2014-05-14,
Kepler-167,b,Transit,4.39316320,0.048300,0.000000,,330.00,0.77,2016-03-10,
Kepler-167,e,Transit,1071.23228000,1.890000,0.062000,,330.00,0.77,2016-03-10,
Kepler-167,c,Transit,7.40611400,0.068400,0.000000,,330.00,0.77,2016-03-10,
Kepler-167,d,Transit,21.80385500,0.140500,0.120000,,330.00,0.77,2016-03-10,
HD 149026,b,Radial Velocity,2.87589110,,,0.36800,78.86,1.34,2014-10-15,12.68
Kepler-418,b,Transit,86.67856000,,0.200000,1.10000,,0.98,2014-05-28,
Kepler-769,c,Transit,15.98701740,,,,1362.00,1.19,2016-05-10,
Kepler-769,b,Transit,7.42608998,,,,1362.00,1.19,2016-05-10,
Kepler-383,c,Transit,31.20075100,0.172000,,,,0.67,2014-05-14,
Kepler-383,b,Transit,12.90453200,0.095000,,,,0.67,2014-05-14,
Kepler-770,b,Transit,18.92540274,,,,761.00,0.94,2016-05-10,
Kepler-770,d,Transit,4.15244722,,,,761.00,0.94,2016-05-10,
Kepler-770,c,Transit,1.47532231,,,,761.00,0.94,2016-05-10,
Kepler-149,b,Transit,29.19894300,0.184000,,,,,2014-05-14,
Kepler-149,d,Transit,160.01803200,0.571000,,,,,2014-05-14,
Kepler-149,c,Transit,55.32832800,0.281000,,,,,2014-05-14,
Kepler-768,b,Transit,11.39100250,,,,795.00,0.82,2016-05-10,
Kepler-1592,b,Transit,3.05710069,,,,1349.00,1.18,2016-05-10,
Kepler-9,c,Transit,38.91000000,0.225000,0.130000,0.17100,650.00,1.07,2014-05-14,
Kepler-9,d,Transit,1.59285100,0.027300,,,650.00,1.07,2014-05-14,
Kepler-9,b,Transit,19.24000000,0.140000,0.150000,0.25200,650.00,1.07,2014-05-14,
Kepler-967,c,Transit,198.71125020,,,,499.00,0.84,2016-05-10,
Kepler-967,b,Transit,13.22713379,,,,499.00,0.84,2016-05-10,
Kepler-376,c,Transit,14.17232700,0.115000,,,,1.05,2014-05-14,
Kepler-376,b,Transit,4.92019900,0.057000,,,,1.05,2014-05-14,
Kepler-685,b,Transit,1.62552220,,,,1145.00,1.11,2016-05-10,
Kepler-1241,b,Transit,18.55257010,,,,936.00,0.84,2016-05-10,
Kepler-541,b,Transit,5.08005848,,,,1020.00,1.41,2016-05-10,
Kepler-274,c,Transit,33.19786100,0.204000,,,,,2014-05-14,
Kepler-274,b,Transit,11.63478800,0.101000,,,,,2014-05-14,
Kepler-234,b,Transit,2.71150600,0.040000,,,,,2014-05-14,
Kepler-234,c,Transit,7.21205000,0.077000,,,,,2014-05-14,
Kepler-975,b,Transit,1.97034246,,,,404.00,0.80,2016-05-10,
Kepler-275,b,Transit,10.30068200,0.098000,,,,1.24,2014-05-14,
Kepler-275,d,Transit,35.67606200,0.224000,,,,1.24,2014-05-14,
Kepler-275,c,Transit,16.08813400,0.132000,,,,1.24,2014-05-14,
Kepler-1308,b,Transit,2.10433812,,,,73.00,0.35,2016-05-10,
Kepler-788,b,Transit,8.39846269,,,,1649.00,1.16,2016-05-10,
Kepler-795,b,Transit,29.61934210,,,,458.00,0.94,2016-05-10,
Kepler-542,b,Transit,13.14497566,,,,439.00,0.93,2016-05-10,
Kepler-1493,b,Transit,15.02179830,,,,572.00,1.06,2016-05-10,
Kepler-787,b,Transit,0.92831050,,,,468.00,0.65,2016-05-10,
Kepler-1171,b,Transit,1.44259224,,,,615.00,1.58,2016-05-10,
KIC 3558849,b,Transit,1322.30000000,,,,,0.98,2016-01-05,
Kepler-1110,b,Transit,9.69312032,,,,726.00,0.73,2016-05-10,
Kepler-415,b,Transit Timing Variations,4.17600000,,,0.37700,,0.67,2014-05-28,
Kepler-415,c,Transit Timing Variations,8.70800000,,,,,0.67,2014-05-28,
Kepler-1487,b,Transit,7.31946363,,,,1094.00,1.38,2016-05-10,
Kepler-467,b,Transit,24.99324193,,,,458.00,1.05,2016-05-10,
Kepler-576,b,Transit,29.91136794,,,,698.00,0.99,2016-05-10,
Kepler-371,c,Transit,67.96801500,0.313000,,,,0.94,2014-05-14,
Kepler-371,b,Transit,34.76327800,0.200000,,,,0.94,2014-05-14,
Kepler-93,b,Transit,4.72673978,0.053000,0.000000,0.01265,,0.91,2015-04-16,
Kepler-93,c,Radial Velocity,1460.00000000,,,3.00000,,0.91,2014-05-14,
HAT-P-1,b,Transit,4.46529976,0.055610,,0.52500,139.00,1.15,2015-09-10,
Kepler-198,b,Transit,17.79003700,0.131000,,,,0.93,2014-05-14,
Kepler-198,c,Transit,49.56741600,0.259000,,,,0.93,2014-05-14,
Kepler-198,d,Transit,1.31184443,,,,,0.93,2016-05-10,
Kepler-278,b,Transit,30.16054600,0.207000,,,,,2014-05-14,
Kepler-278,c,Transit,51.07877500,0.294000,,,,,2014-05-14,
Kepler-503,b,Transit,7.25844721,,,,888.00,1.01,2016-05-10,
Kepler-146,c,Transit,76.73217100,0.364000,,,,,2014-05-14,
Kepler-146,b,Transit,31.15879900,0.200000,,,,,2014-05-14,
Kepler-21,b,Transit,2.78578000,0.042717,0.020000,0.01598,113.00,1.41,2016-10-06,8.86
Kepler-377,c,Transit,27.01497600,0.182000,,,,0.88,2014-05-14,
Kepler-377,b,Transit,12.50952900,0.109000,,,,0.88,2014-05-14,
Kepler-516,b,Transit,24.85462415,,,,777.00,1.62,2016-05-10,
Kepler-1410,b,Transit,60.86616800,,,,367.00,0.63,2016-05-10,
Kepler-1464,b,Transit,31.77859010,,,,692.00,1.02,2016-05-10,
Kepler-1464,c,Transit,5.32786292,,,,692.00,1.02,2016-05-10,
Kepler-793,b,Transit,4.24153639,,,,794.00,0.98,2016-05-10,
Kepler-1495,b,Transit,85.27325600,,,,1307.00,1.03,2016-05-10,
Kepler-1600,b,Transit,386.37054800,,,,992.00,0.86,2016-05-10,
Kepler-1065,b,Transit,3.60930891,,,,1078.00,0.94,2016-05-10,
Kepler-1065,c,Transit,2.37030743,,,,1078.00,0.94,2016-05-10,
Kepler-135,b,Transit,6.00253000,0.067000,,,,,2014-05-14,
Kepler-135,c,Transit,11.44870800,0.103000,,,,,2014-05-14,
Kepler-1272,b,Transit,51.13097040,,,,896.00,1.06,2016-05-10,
Kepler-792,b,Transit,11.30119217,,,,1205.00,1.09,2016-05-10,
Kepler-785,b,Transit,1.97376093,,,,666.00,0.77,2016-05-10,
Kepler-543,b,Transit,13.89961966,,,,212.00,0.70,2016-05-10,
Kepler-1526,b,Transit,3.90863200,,,,576.00,0.73,2016-05-10,
Kepler-790,b,Transit,13.73469807,,,,727.00,0.84,2016-05-10,
Kepler-1552,b,Transit,184.77185300,,,,618.00,0.85,2016-05-10,
Kepler-157,d,Transit,7.02573474,,,,,,2016-05-10,
Kepler-157,b,Transit,1.73234200,0.028000,,,,,2014-05-14,
Kepler-157,c,Transit,13.54050000,0.110000,,,,,2014-05-14,
Kepler-493,b,Transit,3.00387658,,,,1942.00,1.36,2016-05-10,
Kepler-1535,b,Transit,138.94420000,,,,879.00,1.08,2016-05-10,
Kepler-1183,b,Transit,28.50571890,,,,1378.00,1.00,2016-05-10,
Kepler-1164,b,Transit,3.97599768,,,,447.00,0.85,2016-05-10,
Kepler-1406,b,Transit,11.62905828,,,,587.00,1.05,2016-05-10,
Kepler-497,b,Transit,3.57320367,,,,1070.00,1.09,2016-05-10,
Kepler-555,b,Transit,16.21775407,,,,772.00,1.03,2016-05-10,
Kepler-786,b,Transit,53.52934870,,,,512.00,0.81,2016-05-10,
Kepler-556,b,Transit,11.72292176,,,,729.00,1.00,2016-05-10,
Kepler-473,b,Transit,14.55731705,,,,641.00,1.06,2016-05-10,
Kepler-379,c,Transit,62.78469700,0.326000,,,,1.08,2014-05-14,
Kepler-379,b,Transit,20.09838000,0.152000,,,,1.08,2014-05-14,
Kepler-789,b,Transit,8.63847725,,,,915.00,1.01,2016-05-10,
Kepler-30,b,Transit,29.33434000,0.180000,0.042000,0.03600,1400.00,0.99,2014-05-14,
Kepler-30,d,Transit,143.34394000,0.500000,0.022000,0.07300,1400.00,0.99,2014-05-14,
Kepler-30,c,Transit,60.32310500,0.300000,0.011100,2.01000,1400.00,0.99,2014-05-14,
Kepler-1403,b,Transit,5.19492202,,,,1801.00,1.11,2016-05-10,
HD 45350,b,Radial Velocity,963.60000000,1.920000,0.778000,1.79000,48.95,1.02,2014-09-18,20.43
HAT-P-53,b,Transit,1.96162410,0.031590,0.134000,1.48400,719.00,1.09,2015-11-19,
Kepler-794,b,Transit,11.13125132,,,,763.00,1.19,2016-05-10,
Kepler-1553,b,Transit,4.24261881,,,,719.00,0.85,2016-05-10,
Kepler-686,b,Transit,1.59474546,,,,1203.00,0.94,2016-05-10,
Kepler-791,b,Transit,14.55397590,,,,1447.00,1.30,2016-05-10,
Kepler-317,b,Transit,5.52424200,0.061000,,,,0.95,2014-05-14,
Kepler-317,c,Transit,8.77501000,0.083000,,,,0.95,2014-05-14,
Kepler-276,b,Transit,14.12841000,0.119000,,,,1.10,2014-05-14,
Kepler-276,d,Transit,48.64800000,,,0.05100,,1.10,2014-05-14,
Kepler-276,c,Transit,31.88400000,,,0.05200,,1.10,2014-05-14,
Kepler-1382,b,Transit,16.35830550,,,,730.00,1.36,2016-05-10,
Kepler-544,b,Transit,21.41616926,,,,797.00,1.16,2016-05-10,
Kepler-577,b,Transit,25.69578251,,,,549.00,0.78,2016-05-10,
Kepler-277,b,Transit,17.32400000,,,0.27500,,1.12,2014-05-14,
Kepler-277,c,Transit,33.00600000,,,0.20200,,1.12,2014-05-14,
Kepler-147,b,Transit,12.61058400,0.113000,,,,1.01,2014-05-14,
Kepler-147,c,Transit,33.41642300,0.216000,,,,1.01,2014-05-14,
XO-5,b,Transit,4.18775580,0.051500,0.000000,1.19000,260.00,1.04,2015-02-12,
Kepler-1549,b,Transit,214.88654500,,,,792.00,0.88,2016-05-10,
Kepler-495,b,Transit,3.41303622,,,,630.00,0.86,2016-05-10,
Kepler-58,b,Transit,10.21849540,,,1.39000,,0.95,2014-05-14,
Kepler-58,d,Transit,40.10137100,0.236000,,,,0.95,2014-05-14,
Kepler-58,c,Transit,15.57415680,,,2.19000,,0.95,2014-05-14,
Kepler-1053,b,Transit,2.41435165,,,,171.00,0.74,2016-05-10,
Kepler-995,b,Transit,28.26731672,,,,659.00,0.83,2016-05-10,
Kepler-1107,b,Transit,0.57103852,,,,457.00,0.86,2016-05-10,
Kepler-796,b,Transit,6.40087618,,,,377.00,0.93,2016-05-10,
Kepler-687,b,Transit,20.50586978,,,,628.00,0.77,2016-05-10,
Kepler-817,b,Transit,3.99010623,,,,1401.00,1.03,2016-05-10,
Kepler-819,b,Transit,33.19956480,,,,722.00,0.86,2016-05-10,
Kepler-816,b,Transit,10.50682565,,,,1059.00,0.90,2016-05-10,
Kepler-823,b,Transit,4.16809082,,,,896.00,0.98,2016-05-10,
Kepler-820,b,Transit,127.83380980,,,,989.00,1.23,2016-05-10,
Kepler-416,c,Transit Timing Variations,12.20900000,,,,,1.00,2014-05-28,
Kepler-416,b,Transit Timing Variations,6.31900000,,,0.18300,,1.00,2014-05-28,
Kepler-1139,b,Transit,0.81316672,,,,555.00,0.94,2016-05-10,
14 And,b,Radial Velocity,185.84000000,0.830000,0.000000,4.80000,76.39,2.20,2014-05-14,13.09
Kepler-826,b,Transit,4.48758907,,,,649.00,1.05,2016-05-10,
Kepler-510,b,Transit,19.55659418,,,,378.00,0.91,2016-05-10,
Kepler-1373,b,Transit,1.29123275,,,,1112.00,1.22,2016-05-10,
Kepler-472,b,Transit,4.17625551,,,,302.00,0.85,2016-05-10,
Kepler-597,b,Transit,13.02365861,,,,660.00,0.97,2016-05-10,
Kepler-1405,b,Transit,28.22741840,,,,1605.00,1.05,2016-05-10,
Kepler-1326,b,Transit,42.35142670,,,,910.00,1.45,2016-05-10,
Kepler-235,c,Transit,7.82490400,0.065000,,,369.00,0.59,2014-05-14,
Kepler-235,b,Transit,3.34022200,0.037000,,,369.00,0.59,2014-05-14,
Kepler-235,d,Transit,20.06054800,0.122000,,,369.00,0.59,2014-05-14,
Kepler-235,e,Transit,46.18366900,0.213000,,,369.00,0.59,2014-05-14,
Kepler-442,b,Transit,112.30530000,0.409000,0.040000,,342.00,0.61,2015-01-06,
Kepler-1513,b,Transit,160.88465087,,,,384.00,0.99,2016-05-10,
Kepler-1143,c,Transit,210.63059100,,,,632.00,0.81,2016-05-10,
Kepler-1143,b,Transit,2.88890485,,,,632.00,0.81,2016-05-10,
Kepler-331,b,Transit,8.45749600,0.065000,,,,0.51,2014-05-14,
Kepler-331,c,Transit,17.28111000,0.105000,,,,0.51,2014-05-14,
Kepler-331,d,Transit,32.13432800,0.159000,,,,0.51,2014-05-14,
Kepler-688,b,Transit,3.89593684,,,,1247.00,0.98,2016-05-10,
Kepler-183,b,Transit,5.68794500,0.064000,,,,,2014-05-14,
Kepler-183,c,Transit,11.63707100,0.103000,,,,,2014-05-14,
Kepler-1502,b,Transit,41.70836290,,,,1540.00,1.44,2016-05-10,
Kepler-1185,b,Transit,104.35189760,,,,296.00,0.96,2016-05-10,
Kepler-1113,b,Transit,42.30049540,,,,1127.00,1.12,2016-05-10,
Kepler-120,b,Transit,6.31250100,0.055000,,,,,2014-05-14,
Kepler-120,c,Transit,12.79458500,0.088000,,,,,2014-05-14,
Kepler-818,b,Transit,10.03538581,,,,967.00,0.94,2016-05-10,
Kepler-1531,b,Transit,1.13854338,,,,670.00,1.16,2016-05-10,
